block,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,agent_9,agent_10,agent_11,agent_12,agent_13,agent_14,agent_15,agent_16,agent_17,agent_18,agent_19,agent_20,agent_21,agent_22,agent_23,agent_24,agent_25,agent_26,agent_27,agent_28,agent_29,agent_30,agent_31,agent_32,agent_33,agent_34,agent_35,agent_36,agent_37,agent_38,agent_39,agent_40,agent_41,agent_42,agent_43,agent_44,agent_45,agent_46,agent_47,agent_48,agent_49
525960.0,190473295.3692791,29102098.565256696,19457826.194053438,15209818.07540878,11881820.271700041,11787181.355178308,11070480.304431029,11091495.054280728,8987498.491076415,8638936.391428452,8638397.144206012,8567252.034626313,8121658.721243414,7473932.625606202,6505161.139165239,6436281.195022946,6287942.304576872,5878069.0801692065,5725756.217365805,5604429.716829964,5362987.888507188,5426440.43264828,5362587.945470975,5275852.701143622,5147994.838413538,4912009.061721286,4654507.714283174,4634930.499550286,4558968.706813941,4429544.352079015,4233812.89960266,4137841.5420898134,4048366.1720243576,3725419.829403572,3668571.737292976,3580719.102597144,3539348.603016526,3489028.120892918,3429399.5044977916,3307837.1021877164,3207874.382278621,3082698.67801734,3073649.1975349104,2948038.7495842567,2786770.099895677,2791526.275921244,2602108.319807144,2525391.553649556,2370308.337007147,2370134.294874741
578556.0,190524563.90719596,29107617.322806012,19466171.724826127,15212764.255873956,11883830.361555096,11792155.437377727,11067835.724971758,11093289.53157679,8986038.094185125,8634759.371416098,8636422.613621354,8566763.198743297,8119386.453848271,7471121.904485836,6501402.544865484,6430515.463386865,6283924.546286088,5871858.905576674,5721119.652843619,5599463.274643038,5357706.233600897,5434476.68722881,5370893.008676435,5283651.57802271,5156034.289189541,4918209.839803001,4660356.234996774,4642407.896472852,4566195.59288215,4436551.396581502,4239470.9791681105,4138698.4701108006,4054230.985901643,3731328.5107452963,3674152.185373338,3585846.6440083315,3544410.921458837,3494250.8591765794,3433990.412404054,3312534.4294512044,3211076.7947538374,3083203.4195082965,3078696.171277284,2951821.117375076,2789483.8823855845,2795348.0147775197,2605475.334781056,2528971.585717824,2372540.5307902964,2373352.7670330154
631152.0,190576059.173724,29113207.15708935,19474600.65722956,15215773.232147252,11885896.909801887,11797197.631484358,11065232.159391697,11095140.219839744,8984622.11366383,8630617.156503564,8634489.555865021,8566318.641471976,8117154.7357699,7468349.4234081255,6497674.02055587,6424777.69848752,6279935.567178011,5865674.684176725,5716508.726932877,5594520.885067009,5352449.850096643,5442550.763701197,5379238.5977380145,5291487.228224544,5164113.172098822,4924439.739413693,4666232.352239751,4649922.6711372975,4573458.333169894,4443593.278612432,4245156.629451914,4139560.1639447585,4060123.74123551,3737267.2435222697,3679760.7452049144,3590998.9034062554,3549497.672722812,3499499.9784257743,3438605.3418100583,3317254.5937383,3214294.7894491414,3083711.713080439,3083771.7583502163,2955622.6932726246,2792211.204933698,2799190.671995729,2608860.7991985073,2532571.8221329018,2374784.6294307522,2376587.7794808405
683748.0,190627781.41651413,29118868.154388245,19483113.12783562,15218845.096858153,11888019.988114903,11802308.047222896,11062669.650965609,11097047.194509268,8983250.599956173,8626509.777098099,8632598.008947719,8565918.401291158,8114963.604802529,7465615.213908859,6493975.55907163,6419067.913340839,6275975.355573194,5859516.422998859,5711923.416339789,5589602.519755383,5347218.716986215,5450662.771536918,5387624.839617989,5299359.758185762,5172231.611408926,4930698.841049256,4672136.142292615,4657474.944664909,4580757.0413031895,4450670.108576292,4250869.932126031,4140426.629198839,4066044.5172731145,3743236.125115251,3685397.5053799427,3596175.9508957616,3554608.9261047593,3504775.561288787,3443244.373015023,3321997.6598191313,3217528.4057287597,3084223.5629129,3088876.0730390446,2959443.5341765345,2794952.1017453037,2803054.321396787,2612264.7761725504,2536192.337650034,2377040.665678134,2379839.380092282
736344.0,190679730.88350892,29124600.401214007,19491709.273716215,15221979.943008313,11890199.6685447,11807486.794895848,11060148.24319096,11099010.53142589,8981923.603803895,8622437.26381434,8630748.011134235,8565562.517022738,8112813.098999785,7462919.307765409,6490307.153414801,6413386.121134534,6272043.899945951,5853384.129227624,5707363.697887525,5584708.150464915,5342012.813294427,5458812.820522556,5396051.8616597885,5307269.274648901,5180389.7317608055,4936987.225432918,4678067.681651501,4665064.838544431,4588091.831245011,4457781.99720402,4256610.969105726,4141297.8714856207,4071993.393487852,3749235.253200253,3691062.554756774,3601377.8567817956,3559744.751098404,3510077.690661775,3447907.5865902947,3326763.692648594,3220777.6830614167,3084738.9731889036,3094009.230076703,2963283.697155802,2797706.607116486,2806939.0370659963,2615687.3290367834,2539833.207305012,2379308.672376846,2383107.616879256
788940.0,190731907.82291168,29130403.98430713,19500389.232444108,15225177.863971675,11892436.023518302,11812733.985384991,11057667.979788447,11101030.306828097,8980641.176247517,8618399.647475043,8628939.60094441,8565251.027833747,8110703.256675676,7460261.736997451,6486668.796755368,6407732.335229059,6268141.188925069,5847277.810203516,5702829.548516769,5579837.749056017,5336832.118079175,5467001.020759865,5404519.7915884415,5315215.88466353,5188587.658169101,4943304.973515662,4684027.047028166,4672692.474632494,4595462.81729426,4464929.055553636,4262379.822550087,4142173.896423203,4077970.4495795923,3755264.725749183,3696755.9824601742,3606604.6915696096,3564905.217395602,3515406.449689497,3452595.0633799406,3331552.7573667224,3224042.661020547,3085257.9480957524,3099171.3446446992,2967143.2394497036,2800474.7554342733,2810844.893353667,2619128.521345975,2543494.5064146626,2381588.68246618,2386392.5379915484
841536.0,190784312.48320553,29136278.990639374,19509153.14209512,15228438.953496225,11894729.125840299,11818049.73015308,11055228.90470271,11103106.597354377,8979403.368627511,8614396.959111864,8627172.817154396,8564983.973236578,8108634.116404589,7457642.533867899,6483060.4824318485,6402106.5691584265,6264267.211294475,5841197.473423646,5698320.945286611,5574991.287493546,5331676.61043208,5475227.482666721,5413028.757511198,5323199.695586222,5196825.516022542,4949652.166476783,4690014.315350739,4680357.975154159,4602870.1140872,4472111.395010796,4268176.574862276,4143054.7096350985,4083975.765474954,3761324.6410301044,3702477.877881662,3611856.5259650843,3570090.3948865235,3520761.921765467,3457306.8845013683,3336364.919298935,3227323.3792844205,3085780.4918248053,3104362.5323741855,2971022.2184671797,2803256.58117683,2814771.9648757665,2622588.416876447,2547176.310577627,2383880.7289804625,2389694.1917171995
894132.0,190836945.1131508,29142225.507412866,19518001.14124789,15231763.305704689,11897079.048694221,11823434.14124548,11052831.062103797,11105239.480044309,8978210.23258524,8610429.229966033,8625447.6987974,8564761.393090598,8106605.7170235915,7455061.730883967,6479482.2039522445,6396508.836630807,6260421.955994286,5835143.126542696,5693837.865375147,5570168.737847727,5326546.2694784105,5483492.316977216,5421578.887918007,5331220.815081194,5205103.431084602,4956028.885723897,4696029.563763882,4688061.462703203,4610313.836597437,4479329.127288877,4274001.308690161,4143940.3167503155,4090009.4213277316,3767415.0976075223,3708228.3306799005,3617133.430875065,3575300.353659956,3526144.190532278,3462043.1313457694,3341200.243956113,3230619.8776362687,3086306.608571488,3109582.9093468813,2974920.691787703,2806052.1189135616,2818720.326514442,2626067.0796266412,2550878.6956752134,2386184.845049355,2393012.6264823945
946728.0,190889805.9617835,29148243.622061424,19526933.368986424,15235151.01509528,11899485.865643235,11828887.33129085,11050474.496386757,11107429.032339761,8977061.820063807,8606496.491489515,8623764.285164194,8564583.327602653,8104618.097632354,7452519.360797739,6475933.954994537,6390939.151529688,6256605.412121368,5829114.777373651,5689380.2860802235,5565370.07229438,5321441.074377611,5491795.634742423,5430170.311682155,5339279.351120653,5213421.529494159,4962435.212893472,4702072.869629097,4695803.060242831,4617794.100136327,4486582.36442938,4279854.1069263695,4144830.7234033225,4096071.497519101,3773536.1943429518,3714007.4307810636,3622435.4774075337,3580535.1640035342,3531553.3398820683,3466803.8855790882,3346058.7970354212,3233932.195964608,3086836.302535321,3114832.592096061,2978838.7171614333,2808861.4033052297,2822690.053418699,2629564.5738176587,2554601.7378715435,2388501.063897904,2396347.890852084
999324.0,190942895.27842066,29154333.422250684,19535949.9649004,15238602.176543117,11901949.650631411,11834409.41350351,11048159.252173055,11109675.332085337,8975958.183309212,8602598.775345469,8622122.615804313,8564449.817329466,8102671.29759434,7450015.456607234,6472415.729407825,6385397.527914576,6252817.568930348,5823112.433888623,5684948.184820543,5560595.263116196,5316361.004323585,5500137.547331066,5438803.158060641,5347375.4119853815,5221779.937765598,4968871.229851495,4708144.310525077,4703582.891105791,4625311.020353519,4493871.218802604,4285735.052709024,4145725.935234119,4102162.0746580367,3779688.030395085,3719815.2683791923,3627762.73687201,3585794.896404153,3536989.45395682,3471589.229141972,3350940.6444198107,3237260.3742631595,3087369.5779199293,3120111.6976076635,2982776.35250936,2811684.469104157,2826681.2210050267,2633080.9638936976,2558345.513614919,2390829.418846808,2399700.033529919
1051920.0,190996213.31265518,29160494.995878797,19545051.069086622,15242116.885300966,11904470.477984682,11840000.501684455,11045885.374311471,11111978.457532441,8974899.374871273,8598736.113409305,8620522.730526803,8564360.903177163,8100765.3565376755,7447550.051557253,6468927.521213073,6379883.9800218,6249058.41583406,5817136.104219705,5680541.539135751,5555844.282703036,5311306.038544945,5508518.166428284,5447477.556694863,5355509.106264965,5230178.782789653,4975337.018693105,4714243.964248098,4711401.078995136,4632864.713237289,4501195.803107805,4291644.229422011,4146625.9578881217,4108281.2335815844,3785870.70522017,3725651.933936561,3633115.2807797883,3591079.6215480394,3542452.617148583,3476399.244250782,3355845.852178747,3240604.452631284,3087906.4389329962,3125420.343321107,2986733.6559238187,2814521.351154299,2830693.904957799,2636616.3145224685,2562110.0996381287,2393169.943312545,2403069.1033584997
