block,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,agent_9,agent_10,agent_11,agent_12,agent_13,agent_14,agent_15,agent_16,agent_17,agent_18,agent_19,agent_20,agent_21,agent_22,agent_23,agent_24,agent_25,agent_26,agent_27,agent_28,agent_29,agent_30,agent_31,agent_32,agent_33,agent_34,agent_35,agent_36,agent_37,agent_38,agent_39,agent_40,agent_41,agent_42,agent_43,agent_44,agent_45,agent_46,agent_47,agent_48,agent_49
1104516.0,191049760.3143574,29166728.431077138,19554236.822150175,15245695.236999897,11907048.42241177,11845660.710222585,11043652.907878458,11114338.487335864,8973885.44760442,8594908.537769286,8618964.669401186,8564316.626403196,8098900.314356421,7445123.179140431,6465469.324603914,6374398.522265472,6245327.942404695,5811185.796659791,5676160.326687957,5551117.103552998,5306276.1563052805,5516937.604038759,5456193.6376109095,5363680.542858588,5238618.191833673,4981832.66174369,4720371.908812899,4719257.747984537,4640455.295114753,4508556.23037354,4297581.720695422,4147530.7970163114,4114429.05535523,3792084.3185726996,3731517.5181840467,3638493.1808441966,3596389.4103212203,3547942.914100184,3481234.0133980094,3360774.4865684346,3243964.4712738898,3088446.8897863445,3130758.647130663,2990710.6856685467,2817372.084391512,2834728.1812301828,2640170.6905958964,2565895.5729590873,2395522.670807578,2406455.1493195863
1157112.0,191103536.53367847,29173033.816210616,19563507.3652053,15249337.327651003,11909683.559005475,11851390.15409761,11041461.898179026,11116755.500557879,8972916.454669217,8591116.08072757,8617448.472758189,8564317.028617494,8097076.211210518,7442734.87309785,6462041.133947392,6368941.169238114,6241626.138374658,5805261.519663449,5671804.525262037,5546413.698272971,5301271.336903854,5525395.972485461,5464951.531220375,5371889.83097497,5247098.292542452,4988358.241558684,4726528.222450708,4727153.022518553,4648082.882652452,4515952.613957926,4303547.610405605,4148440.45827515,4120605.6212731674,3798328.970505302,3737412.1121213725,3643896.5089808884,3601724.333809664,3553460.4297050782,3486093.6193529502,3365726.6140319733,3247340.470501818,3088990.934695873,3136126.7273858753,2994707.50017913,2820236.703843564,2838784.126044518,2643744.1572303837,2569702.0108817015,2397887.6349404193,2409858.220534301
1209708.0,191157542.2210482,29179411.2398783,19572862.839876823,15253043.25364613,11912375.963242756,11857188.948879635,11039312.390747717,11119229.576668972,8971992.44953279,8587358.774800802,8615974.181190772,8564362.151783155,8095293.087528,7440385.167420064,6458642.943784869,6363511.935711924,6237952.993637067,5799363.2818477815,5667474.112767107,5541734.039579364,5296291.559675324,5533893.384410429,5473751.368320786,5380137.080133482,5255619.212938392,4994913.840924456,4732712.983613099,4735087.027413913,4655747.592856689,4523385.067549967,4309541.982676233,4149354.9473265745,4126811.012858694,3804604.761369398,3743335.8070176514,3649325.3373082406,3607084.463299692,3559005.249108034,3490978.1451620674,3370702.301199719,3250732.4907318475,3089538.577881587,3141524.7028929885,2998724.158063167,2823115.2446303554,2842861.8158930354,2647336.7797674974,2573529.4909964413,2400264.8694161517,2413278.366263319
1262304.0,191211777.62717804,29185860.790913872,19582303.388301697,15256813.111757856,11915125.71098922,11863057.210731804,11037204.431349296,11121760.795548651,8971113.48597006,8583636.65272115,8614541.835555004,8564452.038218617,8093550.984005047,7438074.0963481525,6455274.748832892,6358110.836639225,6234308.498246562,5793491.091993148,5663169.067235272,5537078.100299098,5291336.803990496,5542429.952775457,5482593.280096039,5388422.400163988,5264181.081422265,5001499.5428580195,4738926.270969932,4743059.887858777,4663449.543073823,4530853.705168058,4315564.921878168,4150274.269838166,4133045.3118644073,3810911.79181548,3749288.6944116843,3654779.738147488,3612469.870278221,3564577.457705356,3495887.6741498066,3375701.6148894927,3254140.5724869114,3090089.823567638,3146952.692915758,3002760.7181005944,2826007.7419640245,2846961.327538349,2650948.623774377,2577378.091181049,2402654.4080361365,2416715.635907108
1314900.0,191266243.0030603,29192382.558386713,19591829.153128903,15260646.99914236,11917932.87849493,11868995.056411615,11035138.065978765,11124349.237486817,8970279.618065013,8579949.747437036,8613151.476970479,8564586.730597388,8091849.941607282,7435801.694374469,6451936.543983937,6352737.887153485,6230692.642420765,5787644.959044109,5658889.366825436,5532445.853369942,5286407.049256542,5551005.790862178,5491477.398117108,5396745.901207702,5272784.026773526,5008115.430608111,4745168.163410392,4751071.729413915,4671188.850990957,4538358.641162167,4321616.512630096,4151198.4314829498,4139308.6002727193,3817250.162793544,3755270.866112247,3660259.7840230805,3617880.62643305,3570177.141145302,3500822.2899190215,3380724.622106863,3257564.756396305,3090644.675982244,3152410.8171764235,3006817.2392440033,2828914.2311490667,2851082.7380141616,2654579.755044313,2581247.8896011245,2405056.284698477,2420170.0790061764
1367496.0,191320938.59996468,29198976.63160137,19601440.277522534,15264545.013338996,11920797.542399278,11875002.603272328,11033113.340863604,11126994.983184708,8969490.900210755,8576298.092115266,8611803.146823034,8564766.271949928,8090190.001570412,7433567.99624359,6448628.324307313,6347393.102570318,6227105.416540238,5781824.892110273,5654634.989821813,5527837.271841679,5281502.274917348,5559621.0122730015,5500403.854342439,5405107.693717483,5281428.178150756,5014761.587655128,4751438.74004312,4759122.678013001,4678965.6346358415,4545899.990213294,4327696.839798915,4152127.4379394706,4145600.9602960446,3823619.975553372,3761282.4141985225,3665765.547662926,3623316.8036530446,3575804.385328327,3505782.0763516617,3385771.390045436,3261005.083195906,3091203.139357867,3157899.1958567654,3010893.7806188175,2831834.7475825753,2855226.1246259543,2658230.239596906,2585138.9647110472,2407470.533398161,2423641.745241057
1420092.0,191375864.6694473,29205643.10009958,19611136.90516121,15268507.252272008,11923719.779730828,11881079.969264604,11031130.302463282,11129698.113756342,8968747.387111988,8572681.720137,8610496.886762945,8564990.705664866,8088571.205401544,7431373.03695344,6445350.085049988,6342076.498388187,6223546.811149909,5776030.900467174,5650405.914635649,5523252.328876658,5276622.460453836,5568275.730931241,5509372.781118416,5413507.88845821,5290113.665092817,5021438.097711335,4757738.080196871,4767212.859963124,4686780.012377634,4553477.867334097,4333805.988500031,4153061.2948918976,4151922.474377191,3830021.33164496,3767323.4310204685,3671297.1019989536,3628778.474028645,3581459.2764075887,3510767.1176091544,3390841.9860871504,3264461.5937281246,3091765.2179309977,3163417.9495990546,3014990.4015237265,2834769.326754341,2859391.564951274,2661900.1436791252,2589051.3952543605,2409897.188227228,2427130.6844327976
1472688.0,191431021.46334538,29212382.053659264,19620919.180240713,15272533.814250996,11926699.667908583,11887227.272937942,11029188.997470831,11132458.710729636,8968049.133785166,8569100.665105686,8609232.738707604,8565260.075490102,8086993.594879924,7429216.8517554635,6442101.821637554,6336788.090289382,6220016.816959642,5770262.993557176,5646202.119805875,5518690.9977504015,5271767.585384418,5576970.061081793,5518384.311180278,5421946.5965074,5298840.61751842,5028145.044721765,4764066.263420677,4775342.40194521,4694632.102927085,4561092.387869147,4339944.044097857,4154000.0080299303,4158273.22518963,3836454.332918854,3773394.009199138,3676854.5201669517,3634265.7098519187,3587141.9007890504,3515777.498133191,3395936.47780237,3267934.3289423124,3092330.9159423434,3168967.1995069766,3019107.1614308143,2837718.0042469827,2863579.136840653,2665589.5337654203,2592985.260264706,2412336.283374979,2430636.946543044
1525284.0,191486409.23378104,29219193.582296826,19630787.24747354,15276624.797972662,11929737.284742914,11893444.633442283,11027289.472812891,11135276.856047435,8967396.195559422,8565554.960843453,8608010.744842077,8565574.425533524,8085457.212057973,7427099.476156746,6438883.529674855,6331527.894140863,6216515.424845136,5764521.180990141,5642023.583999862,5514153.251853004,5266937.629265178,5585704.117291337,5527438.577652049,5430423.929255551,5307609.16572721,5034882.512864183,4770423.369484156,4783511.431014401,4702522.025337214,4568743.667495481,4346111.092206255,4154943.5830488694,4164653.295637914,3842919.0815264685,3779494.2416271134,3682437.8755071843,3639778.5836170204,3592852.3451320897,3520813.3026461303,3401054.932950381,3271423.329894804,3092900.237636725,3174547.0671466324,3023244.119986003,2840680.8157361494,2867788.9184180126,2669298.4765582536,2596940.6390662575,2414787.853127971,2434160.581674103
1577880.0,191542028.23315635,29226077.776266094,19640741.252091922,15280780.302521318,11932832.708436983,11899732.170529507,11025431.775651345,11138152.632068673,8966788.628078109,8562044.64139281,8606830.947619876,8565933.800264552,8083962.099262034,7425020.945920085,6435695.204947051,6326295.925995226,6213042.625848855,5758805.472544629,5637870.2860142235,5509639.064689133,5262132.571690329,5594478.014449267,5536535.714047631,5438939.9984069485,5316419.440400065,5041650.586549516,4776809.478377971,4791720.07460066,4710449.899003296,4576431.822222789,4352307.218688863,4155892.0256495466,4171062.7688579625,3849415.6799205802,3785624.221468728,3688047.2415645076,3645317.1680203,3598590.6963497237,3525874.616151707,3406197.419479627,3274928.6377491024,3093473.1872631256,3180157.674547475,3027401.337009153,2843657.7969906344,2872020.988081405,2673027.038988775,2600917.6112746303,2417251.9318704815,2437701.6400695136
1630476.0,191597878.71416312,29233034.726060268,19650781.33984789,15285000.427369364,11935986.0175873,11906090.00455499,11023615.953383414,11141086.121570012,8966226.487298956,8558569.741017757,8605693.389764054,8566338.244515494,8082508.299093618,7422981.297065141,6432536.84342008,6321092.202091456,6209598.411180879,5753115.878168473,5633742.204775702,5505148.409879264,5257352.392292617,5603291.867767495,5545675.854271085,5447494.915979443,5325271.5725997975,5048449.350422346,4783224.670314114,4799968.460509087,4718415.84366345,4584156.968393985,4358532.509659417,4156845.341538444,4177501.728217373,3855944.2308555576,3791784.0421606055,3693682.6920888578,3650881.5359610175,3604357.0416089864,3530961.5239354577,3411364.0055277627,3278450.2937760768,3094049.7690747622,3185799.144203538,3031578.872494538,2846648.9838722586,2876275.424503501,2676775.2882170514,2604916.2567974147,2419728.554084554,2441260.1721138707
1683072.0,191653960.9297802,29240064.522411436,19660907.65701506,15289285.27238032,11939197.291185679,11912518.256479153,11021842.053642867,11144077.407746404,8965709.8294966,8555130.294204412,8604598.114267852,8566787.803482255,8081095.854430313,7420980.56586948,6429408.441242688,6315916.73885596,6206182.772219467,5747452.4079799,5629639.3193418905,5500681.261160357,5252597.070743808,5612145.792781661,5554859.13261712,5456088.794305472,5334165.693771511,5055278.889361175,4789669.025726193,4808256.716920451,4726419.979399118,4591919.222685364,4364787.051482525,4157803.536427651,4183970.2573156888,3862504.8373878007,3797973.797411857,3699344.3010353926,3656471.7605410377,3610151.468331215,3536074.1115653454,3416554.7594222957,3281988.3393541593,3094629.987328955,3191471.599073522,3035776.7866109135,2849654.4123366373,2880552.306632272,2680543.2916328916,2608936.655834935,2422217.7543501933,2444836.228333203
1735668.0,191710275.13325763,29247167.25629182,19671120.35038933,15293634.937807558,11942466.608619258,11919017.04786882,11020110.124300579,11147126.574212423,8965238.711261628,8551726.335661989,8603545.164396,8567282.522725495,8079724.808426505,7419018.788869362,6426309.994745687,6310769.552903385,6202795.70051237,5741815.072268196,5625561.608902257,5496237.592386593,5247866.586754685,5621039.905351166,5564085.683771726,5464721.74603245,5343101.935743218,5062139.288478511,4796142.625270043,4816584.972391622,4734462.426635268,4599718.702107121,4371070.930773584,4158766.616034845,4190468.4399851263,3869097.6028760443,3804193.581204599,3705032.142564815,3662087.9150655246,3615974.06419248,3541212.464892609,3421769.749680445,3285542.8159695175,3095213.846287266,3197175.1625829856,3039995.1397020393,2852674.1184328343,2884851.7136915363,2684331.1168560674,2612978.8888809383,2424719.56734549,2448429.859395215
1788264.0,191766821.57815003,29254343.018914588,19681419.56729048,15298049.524296388,11945794.049672293,11925586.500899374,11018420.21346593,11150233.705004044,8964813.18950355,8548357.900323916,8602534.58368549,8567822.44817227,8078395.204514713,7417096.002860974,6423241.500443826,6305650.661037763,6199437.187777331,5736203.881494786,5621509.05277863,5491817.37753032,5243160.920075745,5629974.321659783,5573355.642812765,5473393.884122914,5352080.43072609,5069030.633122444,4802645.549823707,4824953.35585591,4742543.30614093,4607555.5240036715,4377384.234399593,4159734.5860833563,4196996.360290281,3875722.6309818844,3810443.4877942195,3710746.2910437537,3667730.0730431015,3621824.917123863,3546376.6700517954,3427009.045009782,3289113.7652161065,3095801.3502154523,3202909.958624502,3044233.9922868097,2855708.1383036408,2889173.7251817025,2688138.8317368906,2617043.0367230442,2427234.0278468486,2452041.1161095006
