block,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7,agent_8,agent_9,agent_10,agent_11,agent_12,agent_13,agent_14,agent_15,agent_16,agent_17,agent_18,agent_19,agent_20,agent_21,agent_22,agent_23,agent_24,agent_25,agent_26,agent_27,agent_28,agent_29,agent_30,agent_31,agent_32,agent_33,agent_34,agent_35,agent_36,agent_37,agent_38,agent_39,agent_40,agent_41,agent_42,agent_43,agent_44,agent_45,agent_46,agent_47,agent_48,agent_49
0.0,104679188.31353983,51091901.33513646,43120926.15960464,39587179.051788196,19252191.415985465,16514819.03877659,16229323.05973996,12661171.387439864,12510135.255719662,9959696.46492764,9730528.88317617,9499550.228835767,8756232.897669254,8201601.482148083,8032029.354728636,7561335.631099761,7437756.735683396,6323117.2532381,5568553.824591123,5513826.014088071,5275238.595673066,5132131.402930857,4908842.320260143,4551223.185729207,4439628.108911669,4091215.8040289734,3971402.2175885686,3737619.122684019,3697553.1605108054,3615196.151643077,3600995.817277844,3540907.4689686513,3484165.594002497,3483042.148369755,3381543.9380297447,3358596.354685384,3230873.1626347126,2887484.5911068395,2778401.5253761318,2628247.0760316863,2614762.1878876705,2462155.213092655,2403474.6055019842,2344172.5393418977,2197035.3699042336,2064736.4110306932,2063932.8916088121,1971367.3249120507,1963778.765824685,1889213.1565348806
52596.0,104701626.01895492,51111730.331032574,43137805.71782988,39606725.674811795,19256373.829603665,16517445.489799064,16228591.012400554,12658682.222622072,12510167.754715936,9959611.062931774,9726399.913189631,9500483.273567611,8753752.78512201,8196517.649129379,8026834.311068014,7559054.474911992,7434348.376337134,6319596.7885594955,5563512.245933266,5507382.307046715,5270846.550195814,5139503.013772115,4917289.455961922,4556067.290189445,4446652.042037236,4094116.9464328103,3974749.5542354295,3743449.2412195117,3702953.1066734106,3619905.6742880694,3606685.823414855,3542712.6601901692,3486558.226631599,3488882.9992201524,3386548.4709408777,3363867.9357742416,3235026.113450627,2891060.638455798,2779863.777961881,2632525.408170198,2618426.792486214,2465816.317478398,2404530.9694754076,2347480.458144292,2198821.1661224435,2065687.967817061,2065135.8331595336,1974444.916725335,1966400.0678545544,1891637.7266679034
105192.0,104724195.20916751,51131685.56473035,43154801.24054658,39626399.35497427,19260624.88961566,16520135.141299985,16227908.782397259,12656236.048527414,12510251.848063089,9959575.518603923,9722307.298742276,9501469.934454849,8751313.992632743,8191466.142484919,8021671.114568093,7556813.147436702,7430977.847350183,6316108.091732773,5558496.178976594,5500959.363768226,5266480.911480345,5146912.6983501855,4925778.718050193,4560935.146442319,4453711.307520803,4097031.5827262504,3978113.12588021,3749309.105241215,3708380.6313626957,3624639.2251689457,3612406.045998528,3544526.7439053124,3488962.350941465,3494753.740617071,3391579.6784308213,3369167.6993028563,3239200.538117256,2894656.330214942,2781333.73299005,2636826.295229927,2622110.899519375,2469497.016692159,2405593.3694390026,2350806.868445364,2200616.9579623654,2066645.2485829254,2066345.5820956307,1977539.4262915985,1969036.01690172,1894077.2266091174
157788.0,104746896.03082427,51151767.21809082,43171912.899286404,39646200.29681982,19264944.694742385,16522888.086214049,16227276.428410154,12653832.91233979,12510387.598553203,9959589.890719468,9718251.0739435,9502510.282915952,8748916.560793927,8186446.987114103,8016539.788953574,7554611.677741085,7427645.183490602,6312651.161212222,5553505.5992438095,5494557.146851072,5262141.660456008,5154360.586650833,4934310.241640563,4565826.821827351,4460806.01832705,4099959.740260698,3981492.972358581,3755198.809851519,3713835.8222342017,3629396.878453283,3618156.58955339,3546349.736063254,3491377.990225117,3500654.4684310737,3396637.6520982333,3374495.7427598923,3243396.502917562,2898271.7336114515,2782811.4051110614,2641149.809553258,2625814.570973677,2473197.373382598,2406661.816218637,2354151.8337435997,2202422.7721678778,2067608.26421562,2067562.1522153018,1980650.9078726221,1971686.659520252,1896531.714024638
210384.0,104769728.63080552,51171975.47344631,43189140.86605294,39666128.70550608,19269333.344079237,16525704.417853208,16226694.009357363,12651472.861472128,12510575.069291653,9959654.23841828,9714231.273115367,9503604.390824942,8746560.530468816,8181460.20811346,8011440.358144043,7552450.09517353,7424350.41978942,6309225.995689496,5548540.482358384,5488175.618883779,5257828.778286588,5161846.809097058,4942884.162269831,4570742.383891338,4467936.287778821,4102901.4464531676,3984889.1336160726,3761118.4504542793,3719318.7672274946,3634178.708546754,3623937.5589544848,3548181.6526473807,3493805.1678314316,3506585.2788314694,3401722.483858652,3379852.1639603986,3247614.074347419,2901906.9161154446,2784296.8090086007,2645496.023708064,2629537.8690364426,2476917.4503969923,2407736.320663397,2357515.417757159,2204238.6355621424,2068577.02562702,2068785.557349855,1983779.415899311,1974352.0424150096,1899001.246816331
262980.0,104792693.15622772,51192310.513599984,43206485.31332631,39686184.78680604,19273790.937096696,16528584.229906935,16226161.584394593,12649155.943566581,12510814.323697826,9959768.621206779,9710247.93079362,9504752.330512114,8744245.942792112,8176505.83077726,8006372.846254419,7550328.429364636,7421093.591540454,6305832.594094627,5543600.80404552,5481814.742444658,5253542.246371658,5169371.496549777,4951500.615896633,4575681.9003887875,4475102.229557743,4105856.7287863307,3988301.649708278,3767068.1227554046,3724829.554566356,3638984.790093684,3629749.0594279855,3550022.5096752816,3496243.907165264,3512546.268286932,3406834.265945108,3385237.0610474967,3251853.31911582,2905561.945440818,2785789.959399129,2649865.0104881027,2633280.8560960437,2480657.3107815287,2408816.8936455864,2360897.6844244227,2206064.5750477435,2069551.5437535609,2070015.8113637238,1986925.0049720225,1977032.2124418512,1901485.8831224446
315576.0,104815789.75444034,51212772.521827385,43223946.41405781,39706368.74710706,19278317.573641516,16531527.61644364,16225679.212916339,12646882.206495466,12511105.425506238,9959933.098958176,9706301.081728611,9505954.174766155,8741972.839170402,8171583.880598313,8001337.277595836,7548246.710228163,7417874.734301529,6302470.955597039,5538686.540132646,5475474.4801019905,5249282.0463472055,5176934.780308379,4960159.738902011,4580645.439282312,4482303.957704693,4108825.61480858,3991730.5608009803,3773047.922763215,3730368.2727595735,3643815.1979774535,3635591.196551793,3551872.323198836,3498694.2316872086,3518537.533566064,3411973.090908636,3390650.532492147,3256114.3041454814,2909236.889545672,2787290.871032281,2654256.842913264,2637043.5947423265,2484417.0177817037,2409903.5460608103,2364298.697904166,2207900.6176068336,2070531.82955626,2071252.9281545223,1990087.7298607407,1979727.2166080324,1903985.681318401
368172.0,104839018.57302865,51233361.681877404,43241524.34167521,39726680.79341411,19282913.353937447,16534534.671910666,16225246.954556748,12644651.698361712,12511448.438766975,9960147.731914356,9702390.760885635,9507209.996835234,8739741.26128349,8166694.383268727,7996333.676676377,7546204.967962407,7414693.883895553,6299141.079606584,5533797.666550143,5469154.794414318,5245048.160087099,5184536.792111836,4968861.668090291,4585633.068742923,4489541.586620438,4111808.1321341833,3995175.9071704,3779057.946789004,3735935.0106013026,3648670.0073208055,3641464.076256092,3553731.1093042204,3501156.164914544,3524559.1717374926,3417139.051619398,3396092.677093888,3260397.0965731265,2912931.816633033,2788799.5586908353,2658671.5942300004,2640826.1477670036,2488196.6348425536,2410996.288827955,2367718.522576201,2209746.790301307,2071517.8940207697,2072496.9216530505,1993267.6455054027,1982437.102072299,1906500.7000173707
